SMI-Family
ISIN;CH0009980894;;;;CH0019399820;;;;CH0019399838;;;;CH0019399853;;;;CH0019399861;;;;CH0009987501;CH0017810976
SYMBOL;SMI;;;;SMIMC;;;;SMIM;;;;SMIEXC;;;;SMIEXP;;;;SXGE;SPIEX
NAME;SMI®;;;;SMIM® TR;;;;SMIM PR;;;;SMI Expanded TM TR;;;;SMI Expanded PR;;;;SPI® Gesamt Index TR;SPI Extra® TR
;Price;;;;Total-Return;;;;Price-Index;;;;Total-Return;;;;Price-Index;;;;Total-Return;Total-Return
YTDPerf.%;-8.190;-9.200;-8.270;-9.300;4.520;3.860;4.460;3.520;2.460;1.810;2.400;1.480;-4.000;-5.040;-4.140;-5.170;-6.950;-7.960;-7.090;-8.080;-4.590;2.900;
Date;Open;Close;High;Low;Open;Close;High;Low;Open;Close;High;Low;Open;Close;High;Low;Open;Close;High;Low;Close;Close;
29.11.2012;6786.84;6828.52;6829.49;6782.20;1488.49;1497.09;1497.91;1486.13;1207.80;1214.78;1215.44;1205.88;1248.48;1256.24;1256.43;1247.71;927.78;933.54;933.68;927.21;6273.78;1892.20;
28.11.2012;6702.00;6756.48;6756.74;6699.53;1486.09;1486.10;1486.94;1479.52;1205.86;1205.86;1206.54;1200.52;1234.75;1243.36;1243.40;1234.22;917.58;923.97;924.00;917.18;6211.83;1882.64;
27.11.2012;6704.77;6711.71;6724.74;6696.88;1490.62;1488.24;1494.33;1486.29;1209.53;1207.60;1212.54;1206.02;1235.05;1236.05;1238.67;1233.47;917.79;918.54;920.49;916.62;6176.98;1884.20;
26.11.2012;6701.68;6681.88;6714.36;6676.88;1491.11;1483.46;1492.69;1481.70;1209.93;1203.72;1211.20;1202.29;1234.88;1230.70;1236.76;1229.78;917.67;914.56;919.07;913.88;6151.07;1878.63;
23.11.2012;6679.13;6715.09;6724.48;6673.97;1484.93;1494.40;1495.97;1484.28;1204.91;1212.60;1213.87;1204.39;1230.41;1237.09;1238.74;1229.52;914.35;919.31;920.54;913.68;6181.63;1889.08;
22.11.2012;6657.65;6679.11;6687.54;6646.69;1477.93;1484.16;1484.76;1477.68;1199.23;1204.29;1204.77;1199.03;1225.48;1230.29;1231.63;1224.41;910.69;914.26;915.25;909.89;6149.04;1880.89;
21.11.2012;6606.51;6643.70;6645.24;6601.49;1468.10;1475.08;1475.39;1466.02;1191.25;1196.92;1197.17;1189.57;1216.82;1223.68;1223.92;1216.15;904.25;909.34;909.53;903.75;6116.75;1871.51;
20.11.2012;6614.81;6618.99;6628.93;6585.25;1464.61;1472.52;1472.66;1462.82;1188.42;1194.84;1194.95;1186.97;1217.99;1219.35;1220.67;1213.02;905.12;906.13;907.11;901.42;6095.80;1868.55;
19.11.2012;6541.73;6638.89;6638.89;6537.14;1441.21;1467.60;1467.60;1441.21;1169.43;1190.85;1190.85;1169.43;1203.47;1222.29;1222.29;1203.47;894.33;908.32;908.32;894.33;6111.56;1868.42;
16.11.2012;6540.77;6508.66;6574.44;6508.52;1440.15;1435.25;1448.71;1435.25;1168.57;1164.60;1175.52;1164.60;1205.12;1198.04;1210.03;1198.02;895.56;890.29;899.20;890.28;5990.69;1832.32;
15.11.2012;6637.61;6574.56;6643.17;6571.55;1456.00;1445.30;1456.21;1444.77;1181.44;1172.75;1181.61;1172.32;1221.47;1209.83;1221.85;1209.29;907.71;899.05;907.99;898.65;6048.40;1844.61;
14.11.2012;6709.10;6676.96;6713.36;6670.38;1464.59;1460.57;1465.79;1457.69;1188.41;1185.15;1189.38;1182.81;1233.71;1228.11;1234.54;1226.86;916.80;912.64;917.42;911.71;6136.15;1860.19;
13.11.2012;6682.28;6722.76;6733.44;6659.55;1466.96;1465.98;1469.19;1457.49;1190.33;1189.53;1192.14;1182.65;1229.93;1236.18;1238.17;1224.99;913.99;918.63;920.11;910.32;6176.81;1867.56;
12.11.2012;6712.30;6696.67;6725.62;6690.41;1469.14;1462.89;1469.64;1457.78;1192.10;1187.03;1192.50;1182.88;1234.83;1231.58;1236.35;1230.57;917.64;915.22;918.76;914.47;6162.68;1866.06;
09.11.2012;6709.92;6715.20;6724.15;6663.95;1473.84;1471.45;1475.05;1462.42;1195.91;1193.97;1196.90;1186.65;1234.35;1235.34;1236.82;1226.10;917.28;918.01;919.11;911.14;6183.32;1878.25;
08.11.2012;6721.12;6713.62;6742.36;6702.40;1484.22;1473.19;1485.67;1472.13;1204.34;1195.39;1205.51;1194.52;1237.53;1235.21;1240.67;1233.25;919.64;917.91;921.97;916.46;6182.50;1881.88;
07.11.2012;6779.12;6697.63;6803.03;6697.63;1498.95;1478.94;1500.98;1478.94;1216.29;1200.05;1217.93;1200.05;1247.92;1232.98;1252.21;1232.98;927.36;916.26;930.55;916.26;6172.94;1886.20;
06.11.2012;6709.09;6745.74;6749.50;6701.90;1487.60;1493.90;1494.91;1486.87;1207.08;1212.19;1213.01;1206.49;1235.23;1242.17;1242.82;1234.40;917.93;923.09;923.57;917.31;6219.25;1902.14;
05.11.2012;6686.43;6706.27;6710.12;6679.79;1488.25;1485.40;1488.55;1482.09;1207.61;1205.30;1207.85;1202.61;1231.68;1234.93;1235.58;1230.30;915.29;917.70;918.19;914.26;6184.96;1894.36;
02.11.2012;6656.88;6701.37;6704.12;6654.32;1483.86;1492.68;1495.55;1483.65;1204.05;1211.20;1213.53;1203.87;1226.47;1234.67;1235.31;1226.15;911.42;917.51;917.99;911.18;6185.15;1901.52;
01.11.2012;6572.82;6660.25;6660.25;6572.82;1467.19;1482.53;1483.92;1466.88;1190.52;1202.97;1204.09;1190.26;1212.33;1227.02;1227.02;1212.31;900.91;911.82;911.82;900.90;6147.80;1891.54;
31.10.2012;6624.58;6595.13;6644.99;6595.13;1471.24;1467.76;1475.87;1467.76;1193.80;1190.98;1197.56;1190.98;1220.59;1215.00;1223.93;1215.00;907.05;902.89;909.53;902.89;6088.61;1877.16;
30.10.2012;6601.68;6633.10;6649.11;6600.94;1463.44;1473.84;1477.49;1463.44;1187.48;1195.91;1198.88;1187.48;1216.10;1221.81;1224.66;1216.10;903.71;907.96;910.08;903.71;6122.53;1883.98;
29.10.2012;6589.78;6601.42;6606.79;6581.67;1467.31;1464.81;1467.74;1459.22;1190.61;1188.59;1190.96;1184.05;1213.83;1215.82;1216.79;1212.29;902.03;903.51;904.23;900.88;6093.86;1875.14;
26.10.2012;6596.34;6600.84;6613.62;6566.63;1460.05;1471.21;1472.52;1459.91;1184.73;1193.78;1194.84;1184.61;1213.99;1216.22;1218.36;1209.68;902.15;903.80;905.39;898.95;6097.07;1881.49;
25.10.2012;6611.81;6606.57;6644.64;6604.21;1463.06;1462.90;1470.53;1459.36;1187.16;1187.03;1193.22;1184.16;1217.03;1216.53;1223.35;1215.90;904.40;904.04;909.10;903.56;6097.45;1873.06;
24.10.2012;6628.37;6627.41;6640.66;6598.52;1464.62;1463.22;1465.60;1451.67;1188.43;1187.29;1189.23;1177.92;1220.32;1220.04;1222.16;1214.33;906.85;906.64;908.22;902.40;6114.95;1873.38;
23.10.2012;6745.22;6626.79;6745.22;6615.26;1486.06;1462.90;1486.21;1459.80;1205.83;1187.04;1205.95;1184.52;1240.57;1219.91;1240.58;1217.78;921.90;906.55;921.90;904.96;6112.81;1870.34;
22.10.2012;6755.55;6746.71;6775.65;6738.02;1485.09;1484.93;1489.92;1483.67;1205.04;1204.92;1208.96;1203.89;1242.89;1241.65;1246.82;1240.11;923.63;922.70;926.55;921.56;6219.35;1895.24;
19.10.2012;6779.08;6756.14;6797.74;6754.99;1490.41;1485.01;1494.80;1484.52;1209.36;1204.98;1212.92;1204.58;1248.05;1243.23;1250.90;1243.08;927.46;923.87;929.58;923.76;6227.95;1894.60;
18.10.2012;6748.23;6781.72;6789.76;6742.21;1490.33;1493.63;1496.45;1487.70;1209.29;1211.97;1214.26;1207.16;1242.34;1248.17;1249.69;1241.20;923.21;927.54;928.67;922.37;6252.96;1903.71;
17.10.2012;6758.55;6786.40;6789.75;6754.44;1485.04;1493.19;1493.46;1484.49;1205.00;1211.61;1211.83;1204.55;1243.19;1248.91;1249.45;1243.19;923.85;928.10;928.49;923.85;6254.77;1902.37;
16.10.2012;6730.34;6774.02;6777.77;6723.34;1469.35;1485.31;1485.31;1468.87;1192.27;1205.22;1205.22;1191.88;1238.17;1246.24;1246.76;1236.68;920.12;926.11;926.50;919.01;6241.30;1893.08;
15.10.2012;6668.32;6704.21;6709.13;6667.12;1464.57;1468.95;1472.07;1463.82;1188.39;1191.95;1194.47;1187.78;1227.44;1233.31;1234.38;1227.31;912.14;916.51;917.30;912.05;6178.03;1876.24;
12.10.2012;6643.53;6655.20;6673.37;6632.11;1463.33;1464.76;1469.53;1461.50;1187.39;1188.55;1192.42;1185.90;1222.25;1224.80;1228.18;1220.71;908.28;910.18;912.69;907.14;6139.18;1874.88;
11.10.2012;6610.92;6654.02;6671.43;6608.93;1456.81;1466.70;1468.65;1455.39;1182.09;1190.12;1191.70;1180.94;1216.59;1224.75;1227.76;1216.57;904.08;910.14;912.38;904.06;6138.99;1875.40;
10.10.2012;6647.52;6629.04;6650.55;6624.59;1467.75;1458.47;1467.82;1457.03;1190.97;1183.44;1191.02;1182.28;1223.25;1219.95;1224.20;1219.28;909.03;906.57;909.73;906.07;6114.41;1864.54;
09.10.2012;6684.34;6649.10;6688.55;6649.10;1477.88;1467.96;1477.92;1466.25;1199.19;1191.14;1199.23;1189.76;1230.38;1224.03;1231.22;1224.03;914.33;909.61;914.95;909.61;6136.37;1875.93;
08.10.2012;6640.81;6655.77;6665.86;6631.99;1480.90;1475.85;1480.97;1473.43;1201.64;1197.55;1201.70;1195.58;1223.73;1225.75;1227.63;1221.67;909.38;910.89;912.28;907.85;6142.73;1882.72;
05.10.2012;6652.21;6674.82;6680.48;6629.31;1481.83;1487.63;1487.63;1476.30;1202.40;1207.10;1207.10;1197.90;1226.00;1229.84;1230.55;1221.37;911.07;913.92;914.45;907.63;6162.58;1893.97;
04.10.2012;6625.20;6631.35;6636.26;6599.55;1485.35;1481.49;1486.17;1475.19;1205.25;1202.12;1205.92;1197.01;1221.84;1222.10;1223.12;1216.43;907.98;908.18;908.93;903.96;6124.60;1885.00;
03.10.2012;6598.36;6604.44;6615.03;6589.61;1484.69;1481.86;1485.94;1478.47;1204.71;1202.42;1205.73;1199.67;1217.32;1217.64;1219.50;1215.22;904.62;904.86;906.24;903.06;6103.79;1883.45;
02.10.2012;6583.05;6613.54;6638.12;6576.50;1479.05;1487.80;1491.54;1476.02;1200.14;1207.24;1210.28;1197.68;1213.94;1219.61;1223.97;1212.75;902.11;906.33;909.56;901.22;6114.80;1889.18;
01.10.2012;6501.40;6610.91;6610.99;6501.40;1464.71;1483.06;1483.16;1464.46;1188.50;1203.39;1203.47;1188.30;1200.81;1218.81;1218.82;1200.81;892.35;905.73;905.73;892.35;6111.71;1884.23;
28.09.2012;6570.29;6495.88;6570.29;6495.88;1470.35;1463.41;1476.91;1461.81;1193.08;1187.45;1198.40;1186.16;1210.62;1198.08;1210.88;1198.08;899.64;890.32;899.83;890.32;6010.92;1862.34;
27.09.2012;6561.29;6545.91;6571.98;6541.95;1463.05;1467.10;1469.89;1462.63;1187.16;1190.45;1192.71;1186.82;1208.55;1206.72;1211.23;1205.88;898.10;896.74;900.09;896.12;6052.98;1865.78;
26.09.2012;6584.13;6540.41;6585.08;6529.26;1475.27;1461.02;1475.80;1457.40;1197.07;1185.51;1197.50;1182.58;1213.52;1205.33;1213.86;1203.22;901.80;895.71;902.05;894.15;6044.42;1859.28;
25.09.2012;6598.87;6613.45;6620.10;6582.00;1482.96;1484.82;1486.77;1477.09;1203.32;1204.82;1206.41;1198.55;1216.55;1219.37;1220.60;1213.53;904.04;906.14;907.06;901.80;6112.79;1882.81;
24.09.2012;6600.24;6597.22;6610.67;6573.09;1495.36;1484.54;1495.84;1476.47;1213.38;1204.60;1213.77;1198.05;1218.59;1216.64;1219.67;1212.01;905.57;904.11;906.37;900.67;6101.60;1881.81;
21.09.2012;6596.99;6605.82;6607.07;6567.34;1496.90;1498.05;1504.24;1496.63;1214.63;1215.56;1220.58;1214.41;1217.57;1219.11;1219.43;1212.78;904.81;905.95;906.19;901.25;6111.62;1892.71;
20.09.2012;6539.03;6556.49;6567.06;6530.75;1491.36;1491.25;1493.40;1487.34;1210.13;1210.04;1211.79;1206.87;1208.27;1210.35;1212.19;1205.84;897.89;899.44;900.81;896.09;6071.67;1887.22;
19.09.2012;6551.24;6570.72;6570.72;6536.94;1504.99;1498.95;1507.53;1489.71;1221.19;1216.29;1223.25;1208.79;1210.23;1213.32;1213.32;1207.02;899.35;901.65;901.65;896.96;6085.95;1892.90;
18.09.2012;6531.06;6537.10;6549.47;6521.13;1508.53;1500.55;1509.10;1494.60;1224.06;1217.59;1224.52;1212.76;1207.64;1207.82;1209.97;1204.73;897.43;897.56;899.16;895.26;6061.01;1893.27;
17.09.2012;6537.63;6552.32;6576.24;6537.60;1520.22;1517.45;1525.78;1515.30;1233.55;1231.30;1238.06;1229.55;1210.09;1211.67;1216.05;1209.55;899.25;900.42;903.68;898.85;6082.19;1910.56;
14.09.2012;6574.15;6559.16;6581.04;6543.74;1507.88;1524.48;1528.31;1506.55;1223.53;1237.00;1240.11;1222.45;1213.70;1213.35;1216.28;1210.63;901.93;901.67;903.85;899.65;6090.75;1917.49;
13.09.2012;6488.37;6513.22;6520.21;6478.01;1491.15;1495.99;1497.44;1491.07;1209.96;1213.89;1215.06;1209.89;1198.49;1203.48;1204.61;1197.30;890.62;894.34;895.18;889.74;6038.72;1888.76;
12.09.2012;6497.33;6489.80;6531.94;6478.17;1479.06;1492.84;1497.59;1477.82;1200.15;1211.33;1215.18;1199.14;1199.37;1199.32;1206.70;1196.62;891.28;891.25;896.73;889.24;6017.16;1883.99;
11.09.2012;6476.89;6503.30;6505.62;6470.43;1472.60;1479.43;1479.75;1465.00;1194.90;1200.45;1200.70;1188.74;1195.24;1200.55;1200.95;1194.00;888.21;892.16;892.45;887.29;6022.10;1870.19;
10.09.2012;6533.22;6507.87;6547.77;6505.90;1477.93;1478.26;1483.41;1475.52;1199.23;1199.50;1203.68;1197.27;1205.59;1201.22;1208.23;1200.70;895.90;892.65;897.87;892.27;6024.80;1868.30;
07.09.2012;6540.45;6537.32;6561.56;6523.61;1466.34;1479.59;1480.07;1466.34;1189.83;1200.58;1200.97;1189.83;1205.36;1205.85;1209.72;1203.41;896.02;896.39;899.27;894.58;6045.23;1868.75;
06.09.2012;6442.95;6527.87;6532.59;6442.95;1441.76;1463.45;1463.70;1441.76;1169.88;1187.48;1187.69;1169.88;1187.55;1203.02;1203.62;1187.55;882.79;894.29;894.74;882.79;6028.21;1850.67;
05.09.2012;6370.18;6425.20;6435.63;6362.36;1435.30;1438.41;1441.13;1433.22;1164.64;1167.17;1169.37;1162.95;1174.56;1183.95;1185.78;1173.17;873.13;880.11;881.48;872.09;5934.75;1825.19;
04.09.2012;6438.75;6362.82;6439.17;6355.83;1449.01;1437.80;1449.17;1436.50;1175.77;1166.67;1175.90;1165.61;1186.38;1173.48;1187.07;1172.24;881.92;872.33;882.43;871.41;5883.63;1823.53;
03.09.2012;6376.55;6437.66;6438.93;6375.69;1434.34;1449.00;1450.06;1433.67;1163.86;1175.76;1176.62;1163.32;1176.03;1186.84;1187.05;1175.70;874.23;882.26;882.41;873.98;5948.48;1834.86;
31.08.2012;6370.52;6388.01;6432.93;6355.96;1429.22;1435.50;1443.49;1428.48;1159.70;1164.80;1171.29;1159.11;1174.50;1177.51;1185.60;1171.67;873.09;875.32;881.34;870.98;5903.73;1823.26;
30.08.2012;6406.67;6378.29;6413.42;6368.72;1431.29;1428.56;1435.68;1426.34;1161.39;1159.17;1164.95;1157.37;1180.64;1175.35;1181.50;1173.63;877.65;873.72;878.29;872.44;5892.47;1815.39;
29.08.2012;6424.95;6421.96;6437.08;6414.81;1430.86;1434.51;1434.63;1429.60;1161.04;1164.00;1164.10;1160.01;1183.48;1183.10;1185.61;1181.59;879.76;879.48;881.34;878.36;5932.29;1822.68;
28.08.2012;6473.20;6421.42;6473.20;6420.91;1439.45;1431.53;1439.55;1429.86;1168.00;1161.58;1168.09;1160.22;1191.54;1182.78;1191.68;1182.64;885.75;879.24;885.86;879.14;5931.78;1819.81;
27.08.2012;6481.26;6491.28;6493.38;6452.44;1436.03;1442.37;1442.77;1435.58;1165.23;1170.38;1170.71;1164.87;1193.35;1195.29;1195.65;1188.41;887.10;888.54;888.81;883.43;5994.08;1832.40;
24.08.2012;6451.86;6475.94;6483.68;6443.11;1442.48;1437.60;1442.58;1430.74;1170.46;1166.51;1170.55;1160.94;1189.07;1192.36;1193.72;1186.46;883.92;886.36;887.38;881.97;5979.38;1828.75;
23.08.2012;6502.39;6453.91;6513.39;6435.57;1451.87;1443.62;1454.48;1441.17;1178.09;1171.39;1180.20;1169.41;1197.47;1189.14;1199.91;1185.90;890.16;883.97;891.98;881.56;5964.87;1834.15;
22.08.2012;6487.67;6475.47;6497.26;6467.56;1452.30;1447.95;1454.46;1446.18;1178.43;1174.91;1180.19;1173.47;1194.63;1193.08;1197.05;1191.62;888.05;886.90;889.85;885.82;5985.09;1840.26;
21.08.2012;6512.30;6518.32;6534.00;6496.45;1456.85;1457.73;1461.50;1454.03;1182.12;1182.84;1185.90;1179.84;1200.54;1200.99;1203.82;1197.23;892.44;892.78;894.88;889.99;6024.30;1851.40;
20.08.2012;6526.88;6506.25;6532.55;6498.21;1457.11;1458.66;1465.18;1455.07;1182.33;1183.59;1188.89;1180.68;1202.10;1199.04;1203.73;1197.45;893.61;891.33;894.81;890.15;6014.51;1849.60;
17.08.2012;6553.82;6529.34;6554.12;6519.69;1459.00;1458.53;1462.51;1453.61;1183.87;1183.49;1186.72;1179.50;1206.32;1202.89;1206.32;1201.40;896.74;894.19;896.74;893.08;6033.32;1851.16;
16.08.2012;6520.04;6518.43;6528.71;6469.12;1445.32;1454.24;1454.29;1443.21;1172.77;1180.01;1180.05;1171.06;1199.92;1200.74;1202.41;1191.69;891.98;892.59;893.83;885.87;6020.56;1847.96;
15.08.2012;6499.63;6511.87;6539.82;6496.39;1447.86;1446.55;1449.56;1440.58;1174.83;1173.77;1176.21;1168.92;1196.66;1199.05;1203.85;1196.49;889.56;891.33;894.90;889.43;6011.82;1840.73;
14.08.2012;6487.98;6505.98;6509.71;6479.41;1444.32;1450.83;1450.83;1442.10;1171.96;1177.24;1177.24;1170.16;1194.51;1198.39;1198.87;1193.45;887.96;890.85;891.21;887.17;6011.28;1845.22;
13.08.2012;6471.33;6466.18;6493.67;6455.78;1445.42;1439.63;1447.96;1435.12;1172.85;1168.15;1174.91;1164.49;1192.05;1190.88;1195.93;1188.81;886.13;885.26;889.02;883.73;5975.09;1834.95;
10.08.2012;6484.26;6483.44;6496.66;6467.89;1449.90;1448.76;1452.65;1443.63;1176.49;1175.56;1178.72;1171.40;1194.29;1194.47;1196.89;1191.64;887.80;887.93;889.73;885.83;5994.37;1845.23;
09.08.2012;6478.02;6505.29;6524.55;6475.99;1449.32;1454.32;1455.52;1443.88;1176.01;1180.08;1181.05;1171.60;1193.98;1198.55;1201.79;1193.87;887.56;890.96;893.37;887.49;6016.03;1851.27;
08.08.2012;6460.41;6458.00;6469.27;6426.64;1445.44;1446.76;1447.76;1439.00;1172.87;1173.94;1174.75;1167.64;1189.96;1190.07;1191.98;1184.28;884.58;884.66;886.08;880.35;5974.20;1844.16;
07.08.2012;6447.34;6457.85;6477.52;6428.04;1443.13;1446.93;1451.65;1437.60;1170.99;1174.08;1177.91;1166.51;1187.75;1190.05;1193.68;1184.39;882.94;884.65;887.35;880.44;5972.04;1842.43;
06.08.2012;6457.39;6463.01;6486.22;6427.62;1433.31;1444.28;1448.36;1432.81;1163.03;1171.93;1175.24;1162.62;1189.07;1190.71;1194.86;1184.06;883.92;885.14;888.22;880.19;5972.98;1838.42;
03.08.2012;6420.08;6461.54;6469.19;6415.59;1411.50;1430.06;1431.52;1409.03;1145.33;1160.39;1161.57;1143.32;1181.52;1189.37;1190.60;1180.15;878.30;884.14;885.06;877.28;5962.98;1823.07;
02.08.2012;6429.52;6407.30;6486.52;6400.85;1426.55;1408.67;1432.58;1406.90;1157.54;1143.03;1162.43;1141.60;1183.44;1178.66;1193.70;1177.50;879.73;876.18;887.36;875.32;5910.99;1800.94;
31.07.2012;6399.37;6399.27;6417.20;6382.35;1430.39;1430.01;1432.31;1423.52;1160.66;1160.35;1162.21;1155.08;1178.59;1178.97;1181.93;1175.77;876.13;876.41;878.61;874.03;5915.33;1822.27;
30.07.2012;6375.79;6402.38;6417.91;6372.63;1426.73;1431.32;1433.65;1423.36;1157.69;1161.41;1163.30;1154.95;1175.29;1179.59;1182.29;1174.15;873.67;876.87;878.88;872.83;5918.21;1820.57;
27.07.2012;6291.73;6362.82;6365.87;6270.90;1416.64;1421.95;1422.93;1407.34;1149.50;1153.81;1154.60;1141.96;1160.12;1172.26;1172.83;1155.91;862.40;871.42;871.84;859.26;5881.58;1810.52;
26.07.2012;6197.28;6277.74;6295.56;6189.62;1395.00;1414.71;1417.50;1386.39;1131.94;1147.93;1150.19;1124.95;1142.93;1157.49;1160.23;1140.92;849.62;860.44;862.48;848.12;5807.09;1801.62;
25.07.2012;6168.65;6180.77;6199.41;6166.45;1390.22;1395.22;1399.52;1389.07;1128.06;1132.12;1135.61;1127.12;1137.61;1139.79;1143.14;1137.07;845.67;847.29;849.77;845.26;5723.84;1779.96;
24.07.2012;6205.39;6174.89;6211.70;6165.89;1390.05;1390.17;1392.27;1381.91;1127.93;1128.02;1129.72;1121.32;1144.08;1138.42;1144.57;1136.66;850.47;846.27;850.84;844.96;5723.37;1774.38;
23.07.2012;6247.38;6180.44;6260.74;6171.99;1417.26;1384.25;1417.64;1381.16;1150.00;1123.21;1150.31;1120.71;1152.86;1138.89;1154.61;1137.37;857.00;846.62;858.30;845.49;5724.19;1769.46;
20.07.2012;6329.78;6284.81;6336.30;6274.16;1435.05;1424.16;1438.11;1420.47;1164.43;1155.60;1166.92;1152.60;1167.52;1159.40;1169.01;1157.36;867.90;861.86;869.01;860.35;5823.89;1806.59;
19.07.2012;6288.47;6323.64;6334.71;6287.20;1422.18;1439.83;1440.68;1422.18;1154.00;1168.32;1169.01;1154.00;1160.10;1167.09;1168.80;1159.99;862.38;867.58;868.85;862.30;5860.86;1823.45;
18.07.2012;6227.31;6265.50;6265.91;6216.74;1407.55;1419.56;1419.60;1406.67;1142.13;1151.87;1151.90;1141.41;1148.00;1155.82;1155.89;1146.91;853.39;859.20;859.26;852.58;5804.51;1802.24;
17.07.2012;6208.35;6202.34;6227.36;6190.92;1398.87;1405.52;1413.99;1398.87;1135.08;1140.47;1147.35;1135.08;1144.64;1144.19;1148.88;1142.26;850.89;850.56;854.04;849.12;5745.61;1788.33;
16.07.2012;6182.46;6195.61;6203.03;6175.22;1394.70;1395.50;1397.42;1389.92;1131.70;1132.35;1133.91;1127.82;1140.69;1142.30;1143.66;1138.55;847.95;849.15;850.16;846.36;5733.94;1778.81;
13.07.2012;6162.73;6181.81;6186.63;6151.06;1387.47;1393.79;1395.56;1385.21;1125.83;1130.96;1132.39;1123.99;1136.06;1139.86;1140.77;1134.21;844.51;847.33;848.01;843.13;5723.14;1777.22;
12.07.2012;6153.81;6147.57;6170.87;6117.79;1402.57;1385.47;1403.08;1382.50;1138.08;1124.20;1138.50;1121.79;1135.51;1133.50;1138.41;1128.31;844.10;842.61;846.26;838.75;5693.22;1768.91;
11.07.2012;6168.92;6174.75;6194.20;6158.63;1413.76;1407.07;1413.97;1405.72;1147.16;1141.73;1147.33;1140.64;1138.58;1139.70;1143.30;1137.23;846.38;847.22;849.89;845.38;5726.35;1792.31;
10.07.2012;6172.54;6191.20;6207.25;6154.35;1405.18;1418.97;1419.55;1404.51;1140.20;1151.39;1151.86;1139.66;1139.17;1143.37;1146.08;1136.19;846.82;849.94;851.96;844.61;5744.14;1803.99;
09.07.2012;6184.54;6160.78;6190.48;6155.42;1409.54;1401.84;1409.54;1399.46;1143.74;1137.49;1143.74;1135.56;1141.65;1136.97;1142.49;1136.01;848.67;845.19;849.29;844.47;5714.68;1789.16;
06.07.2012;6199.33;6183.67;6222.74;6179.13;1423.71;1409.87;1424.56;1409.87;1155.24;1144.00;1155.92;1144.00;1145.11;1141.41;1148.99;1140.84;851.24;848.49;854.12;848.07;5736.32;1796.08;
05.07.2012;6207.37;6202.32;6236.72;6182.30;1427.38;1424.00;1435.83;1415.45;1158.21;1155.47;1165.07;1148.54;1146.85;1145.61;1152.13;1141.65;852.53;851.61;856.46;848.67;5758.66;1809.56;
04.07.2012;6190.74;6201.31;6203.60;6171.35;1424.77;1427.42;1428.62;1417.69;1156.10;1158.25;1159.22;1150.35;1144.25;1145.71;1146.13;1140.17;850.60;851.68;852.00;847.57;5757.79;1811.52;
03.07.2012;6135.88;6194.08;6194.08;6133.81;1405.44;1424.05;1424.31;1405.44;1140.41;1155.51;1155.72;1140.41;1133.01;1144.24;1144.24;1132.81;842.24;850.59;850.59;842.10;5751.33;1808.18;
02.07.2012;6082.81;6109.41;6114.01;6078.73;1393.01;1400.73;1403.83;1387.02;1130.32;1136.59;1139.11;1125.47;1123.64;1128.30;1129.25;1122.22;835.28;838.75;839.45;834.23;5671.18;1782.64;
29.06.2012;6062.58;6066.86;6074.37;6028.62;1367.64;1391.29;1391.35;1367.40;1109.74;1128.93;1128.98;1109.55;1116.48;1120.47;1121.56;1112.73;829.95;832.92;833.73;827.17;5633.27;1775.96;
28.06.2012;6005.02;5986.85;6009.89;5954.66;1369.41;1355.60;1369.41;1349.39;1111.17;1099.97;1111.17;1094.93;1108.53;1104.35;1109.19;1098.55;824.05;820.94;824.53;816.63;5551.89;1737.19;
27.06.2012;5975.97;5996.53;6005.36;5960.39;1360.13;1368.55;1368.55;1353.19;1103.65;1110.48;1110.48;1098.02;1103.20;1106.97;1108.24;1099.77;820.08;822.89;823.83;817.53;5564.79;1750.81;
26.06.2012;5938.66;5957.72;5964.89;5918.23;1366.54;1357.19;1367.73;1353.98;1108.84;1101.26;1109.81;1098.66;1097.62;1099.61;1101.07;1092.92;815.93;817.42;818.50;812.44;5528.14;1741.06;
25.06.2012;5974.54;5944.48;5976.41;5913.36;1378.80;1363.81;1379.08;1358.71;1118.79;1106.63;1119.02;1102.49;1103.96;1097.91;1104.38;1092.33;820.65;816.15;820.96;812.01;5522.13;1749.40;
22.06.2012;5977.77;5989.33;6011.76;5970.82;1390.19;1381.26;1390.19;1380.55;1128.04;1120.79;1128.04;1120.22;1105.15;1106.75;1110.99;1104.25;821.54;822.72;825.88;820.87;5567.84;1768.48;
21.06.2012;6011.34;6012.19;6039.51;6004.75;1396.27;1400.33;1409.31;1394.23;1132.97;1136.26;1143.55;1131.31;1111.71;1112.04;1117.22;1110.78;826.41;826.65;830.50;825.72;5594.09;1783.79;
20.06.2012;6030.23;6017.91;6041.71;5994.44;1391.69;1401.16;1401.16;1388.08;1130.10;1137.79;1137.79;1127.17;1114.53;1113.06;1116.42;1108.19;828.57;827.47;829.98;823.86;5603.35;1788.18;
19.06.2012;5928.25;6034.13;6039.14;5924.43;1371.03;1391.08;1393.18;1371.03;1113.32;1129.61;1131.31;1113.32;1095.40;1114.99;1115.99;1095.22;814.35;828.91;829.65;814.21;5609.65;1777.63;
18.06.2012;5951.82;5938.76;5961.29;5918.66;1377.14;1373.35;1383.11;1369.25;1118.29;1115.21;1123.14;1111.88;1100.40;1097.69;1102.17;1094.03;818.06;816.05;819.38;813.33;5525.39;1758.03;
